OrderID,OrderDate,CustomerName,Product,Category,Quantity,Price,City,State,PaymentMethod
100046,2024-13-40,Sara,iPhone,Electronics,-1.0,999.5,Mumbai,Maharashtra,Cash
100047,2024-13-40,,Desk,Furniture,4.0,1500.0,,,Cash
100048,,,iPhone,Electronics,1.0,199.99,Guwahati,Assam,NetBanking
100049,2024-13-40,,HEADPHONES,Electronics,4.0,-25.0,Mumbai,Maharashtra,NetBanking
100050,26/04/2025,,Laptop,Electronics,-1.0,1500.0,,,Cash
100051,2024-13-40,John,Headphones,Electronics,0.0,199.99,,,Cash
100052,,,Chair,Furniture,,999.5,Guwahati,Assam,Card
100053,2025-03-02,,Headphones,Electronics,4.0,-25.0,Guwahati,Assam,
100054,14/08/2024,,Headphones,Electronics,4.0,,Guwahati,Assam,Card
100055,2024-13-40,Amit,Bottle,Home,,1500.0,Guwahati,Assam,Card
100056,2024-03-16,John,BOTTLE,Home,0.0,999.5,Delhi,Delhi,NetBanking
100057,29/03/2025,  Rahul  ,Headphones,Electronics,4.0,,Mumbai,Maharashtra,NetBanking
100058,2025-04-02,Sara,iPhone,Electronics,-1.0,199.99,,,
100059,21/08/2024,Amit,Chair,Furniture,2.0,199.99,,,
100060,,John,Headphones,Electronics,,1500.0,Bengaluru,Karnataka,Card
100061,19/01/2025,  Rahul  ,Bottle,Home,4.0,49.0,Bengaluru,Karnataka,
100062,2024-13-40,,Chair,Furniture,3.0,,Delhi,Delhi,
100063,21/12/2024,Sara,Laptop,Electronics,2.0,,Delhi,Delhi,NetBanking
100064,,,Desk,Furniture,4.0,199.99,Bengaluru,Karnataka,UPI
100065,,Priya,Headphones,Electronics,1.0,49.0,Bengaluru,Karnataka,NetBanking
100066,04/04/2025,,Headphones,Electronics,,-25.0,,,NetBanking
100067,,Priya,Laptop,Electronics,-1.0,1500.0,Guwahati,Assam,Card
100068,2024-10-15,,Headphones,Electronics,4.0,-25.0,Mumbai,Maharashtra,NetBanking
100069,,Amit,iPhone,Electronics,4.0,49.0,Guwahati,Assam,NetBanking
100070,2024-08-28,  Rahul  ,Desk,Furniture,3.0,199.99,Bengaluru,Karnataka,Cash
100071,2024-01-21,,iPhone,Electronics,0.0,1500.0,Mumbai,Maharashtra,UPI
100072,2024-12-08,Sara,Headphones,Electronics,2.0,,Delhi,Delhi,Cash
100073,2025-01-02,Sara,Desk,Furniture,,1500.0,,,Cash
100074,,,Laptop,Electronics,3.0,-25.0,Mumbai,Maharashtra,UPI
100075,2024-13-40,,Headphones,Electronics,2.0,199.99,,,UPI
100076,2024-13-40,  Rahul  ,Headphones,Electronics,3.0,-25.0,Mumbai,Maharashtra,UPI
100077,2024-13-40,  Rahul  ,Chair,Furniture,1.0,,Bengaluru,Karnataka,Card
100078,,Sara,Chair,Furniture,,1500.0,,,
100079,,John,Desk,Furniture,0.0,199.99,Delhi,Delhi,
100080,2024-13-40,Priya,Bottle,Home,1.0,,Guwahati,Assam,Cash
100081,2024-10-11,John,Desk,Furniture,-1.0,49.0,,,Card
100082,,Priya,Bottle,Home,,999.5,Bengaluru,Karnataka,UPI
100083,2024-13-40,John,Laptop,Electronics,4.0,1500.0,Delhi,Delhi,
100084,2024-13-40,John,Headphones,Electronics,-1.0,-25.0,Bengaluru,Karnataka,Cash
100085,02/03/2024,Amit,iPhone,Electronics,2.0,49.0,,,Cash
100086,21/02/2024,,Bottle,Home,,49.0,,,Cash
100087,2024-01-24,,Laptop,Electronics,2.0,49.0,,,Card
100088,2024-13-40,  Rahul  ,Bottle,Home,1.0,199.99,Bengaluru,Karnataka,Card
100089,,John,Laptop,Electronics,1.0,199.99,Bengaluru,Karnataka,UPI
100090,2024-05-07,Sara,iPhone,Electronics,3.0,199.99,,,
100091,,Sara,Headphones,Electronics,4.0,,,,NetBanking
100092,2025-05-06,,Desk,Furniture,1.0,-25.0,,,Card
100093,2024-03-29,,Desk,Furniture,2.0,999.5,Mumbai,Maharashtra,
100094,2024-13-40,John,Chair,Furniture,2.0,49.0,Mumbai,Maharashtra,Card
100095,15/02/2025,  Rahul  ,Desk,Furniture,,1500.0,,,Card
100096,2024-13-40,  Rahul  ,Desk,Furniture,1.0,199.99,Delhi,Delhi,Cash
100097,,Amit,Chair,Furniture,-1.0,49.0,Bengaluru,Karnataka,NetBanking
100098,2024-13-40,Amit,chair,Furniture,1.0,,,,Card
100099,2024-13-40,  Rahul  ,Bottle,Home,,199.99,,,Card
100100,,,Chair,Furniture,4.0,49.0,,,UPI
100101,2024-12-09,John,Chair,Furniture,3.0,49.0,Bengaluru,Karnataka,NetBanking
100102,,,Desk,Furniture,0.0,-25.0,Bengaluru,Karnataka,UPI
100103,,  Rahul  ,Chair,Furniture,0.0,199.99,,,Cash
100104,2025-01-24,  Rahul  ,Headphones,Electronics,-1.0,,Bengaluru,Karnataka,Cash
100105,13/05/2025,,Chair,Furniture,1.0,199.99,Bengaluru,Karnataka,UPI
100106,2024-08-24,Priya,Headphones,Electronics,2.0,199.99,Mumbai,Maharashtra,Cash
100107,29/08/2024,,Headphones,Electronics,4.0,,Guwahati,Assam,Card
100108,,,Headphones,Electronics,2.0,199.99,,,Cash
100109,,John,Laptop,Electronics,3.0,-25.0,,,NetBanking
100110,,John,Desk,Furniture,0.0,-25.0,,,Card
100111,2024-13-40,Priya,Headphones,Electronics,0.0,,Delhi,Delhi,NetBanking
100112,2025-05-08,,Chair,Furniture,2.0,,,,Cash
100113,,  Rahul  ,LAPTOP,Electronics,1.0,-25.0,Bengaluru,Karnataka,Card
100114,2024-13-40,  Rahul  ,Chair,Furniture,2.0,199.99,,,UPI
100115,2024-13-40,  Rahul  ,Desk,Furniture,0.0,-25.0,,,NetBanking
100116,2024-13-40,Amit,Headphones,Electronics,1.0,999.5,,,NetBanking
100117,15/08/2024,  Rahul  ,Laptop,Electronics,-1.0,199.99,,,UPI
100118,,  Rahul  ,Desk,Furniture,3.0,49.0,Mumbai,Maharashtra,
100119,,  Rahul  ,Bottle,Home,2.0,999.5,Delhi,Delhi,
100120,2024-13-40,Sara,iPhone,Electronics,-1.0,49.0,Bengaluru,Karnataka,NetBanking
100121,2024-13-40,,Desk,Furniture,2.0,199.99,,,NetBanking
100122,,John,Bottle,Home,0.0,49.0,Bengaluru,Karnataka,NetBanking
100123,2024-05-31,John,Headphones,Electronics,3.0,1500.0,,,Cash
100124,2025-05-13,,Laptop,Electronics,0.0,1500.0,,,Cash
100125,2024-13-40,,iPhone,Electronics,2.0,1500.0,Guwahati,Assam,Card
100126,,Amit,BOTTLE,Home,-1.0,199.99,,,Cash
100127,,Sara,Bottle,Home,3.0,49.0,Mumbai,Maharashtra,
100128,,,Desk,Furniture,3.0,999.5,,,Cash
100129,,Priya,Laptop,Electronics,2.0,999.5,Mumbai,Maharashtra,Cash
100130,2024-10-01,  Rahul  ,Laptop,Electronics,1.0,49.0,Bengaluru,Karnataka,Cash
100131,11/12/2024,Priya,Headphones,Electronics,3.0,199.99,,,
100132,,,Desk,Furniture,-1.0,199.99,Delhi,Delhi,NetBanking
100133,2024-09-09,Sara,Laptop,Electronics,1.0,49.0,Mumbai,Maharashtra,Card
100134,,Priya,Chair,Furniture,-1.0,1500.0,Guwahati,Assam,NetBanking
100135,2024-13-40,Amit,BOTTLE,Home,,,Bengaluru,Karnataka,Cash
100136,2024-13-40,Priya,iPhone,Electronics,2.0,49.0,Bengaluru,Karnataka,Cash
100137,,Priya,Laptop,Electronics,2.0,199.99,Guwahati,Assam,
100138,06/02/2025,Amit,Laptop,Electronics,2.0,999.5,Guwahati,Assam,Card
100139,2025-02-07,Sara,Headphones,Electronics,3.0,999.5,Delhi,Delhi,Card
100140,2025-03-19,John,Headphones,Electronics,1.0,1500.0,Delhi,Delhi,Card
100141,27/01/2024,John,Headphones,Electronics,2.0,49.0,Mumbai,Maharashtra,UPI
100142,,Priya,Chair,Furniture,,-25.0,Guwahati,Assam,UPI
100143,2024-08-22,  Rahul  ,Bottle,Home,,49.0,,,NetBanking
100144,,,Chair,Furniture,4.0,1500.0,Mumbai,Maharashtra,
100145,2024-13-40,Amit,iPhone,Electronics,3.0,-25.0,Delhi,Delhi,Cash
100146,2025-02-10,,Chair,Furniture,4.0,199.99,,,
100147,30/03/2025,  Rahul  ,Bottle,Home,4.0,,Delhi,Delhi,NetBanking
100148,2024-13-40,,Chair,Furniture,3.0,,Mumbai,Maharashtra,NetBanking
100149,2024-13-40,Amit,Laptop,Electronics,1.0,,Mumbai,Maharashtra,
100150,2024-13-40,,Headphones,Electronics,-1.0,199.99,Guwahati,Assam,NetBanking
100151,2024-06-29,Amit,Bottle,Home,,49.0,Guwahati,Assam,NetBanking
100152,2024-07-07,  Rahul  ,iPhone,Electronics,3.0,-25.0,Mumbai,Maharashtra,NetBanking
100153,2024-11-25,  Rahul  ,Headphones,Electronics,,1500.0,,,Cash
100154,2024-13-40,Sara,Laptop,Electronics,-1.0,49.0,Guwahati,Assam,Card
100155,2025-01-14,,Headphones,Electronics,1.0,999.5,Bengaluru,Karnataka,NetBanking
100156,2024-13-40,Priya,Chair,Furniture,2.0,49.0,Guwahati,Assam,UPI
100157,2024-01-26,Sara,Laptop,Electronics,0.0,-25.0,Delhi,Delhi,NetBanking
100158,2025-01-21,Priya,Headphones,Electronics,3.0,999.5,Bengaluru,Karnataka,
100159,,,Chair,Furniture,3.0,199.99,,,Card
100160,2024-13-40,Sara,Desk,Furniture,0.0,49.0,Delhi,Delhi,NetBanking
100161,2024-13-40,Sara,iPhone,Electronics,,1500.0,Bengaluru,Karnataka,UPI
100162,,Amit,Chair,Furniture,1.0,49.0,Bengaluru,Karnataka,NetBanking
100163,,Amit,Desk,Furniture,1.0,49.0,Bengaluru,Karnataka,UPI
100164,,  Rahul  ,Chair,Furniture,2.0,,Mumbai,Maharashtra,Cash
100165,2024-02-09,John,Bottle,Home,3.0,999.5,Delhi,Delhi,Cash
100166,2024-04-30,,Desk,Furniture,0.0,999.5,,,
100167,,  Rahul  ,iPhone,Electronics,1.0,999.5,,,
100168,2024-13-40,,Chair,Furniture,-1.0,1500.0,,,Card
100169,2024-13-40,Amit,Chair,Furniture,4.0,1500.0,Bengaluru,Karnataka,UPI
100170,2024-13-40,Priya,Desk,Furniture,1.0,199.99,Bengaluru,Karnataka,UPI
100171,2024-10-24,,Headphones,Electronics,4.0,,,,Card
100172,2025-05-05,,Desk,Furniture,,999.5,Bengaluru,Karnataka,Cash
100173,21/01/2024,Amit,Bottle,Home,-1.0,999.5,,,
100174,2024-13-40,,Headphones,Electronics,3.0,49.0,Delhi,Delhi,
100175,2024-13-40,  Rahul  ,Laptop,Electronics,-1.0,49.0,,,Cash
100176,2024-06-19,,Desk,Furniture,,999.5,,,Cash
100177,2024-03-07,,Desk,Furniture,-1.0,,,,Cash
100178,2024-12-16,,iPhone,Electronics,0.0,1500.0,,,Cash
100179,,John,Laptop,Electronics,2.0,999.5,Guwahati,Assam,Card
100180,2025-03-03,John,Laptop,Electronics,,-25.0,Mumbai,Maharashtra,
100181,02/04/2024,,iphone,Electronics,2.0,999.5,Bengaluru,Karnataka,Cash
100182,,,Bottle,Home,4.0,-25.0,Delhi,Delhi,NetBanking
100183,2024-13-40,John,iPhone,Electronics,,,,,NetBanking
100184,2024-13-40,  Rahul  ,iPhone,Electronics,0.0,-25.0,Delhi,Delhi,Cash
100185,2025-03-11,Amit,Headphones,Electronics,0.0,-25.0,,,Cash
100186,16/02/2024,,Chair,Furniture,0.0,,Delhi,Delhi,UPI
100187,,Amit,Chair,Furniture,,49.0,Bengaluru,Karnataka,UPI
100188,09/02/2025,Amit,Desk,Furniture,-1.0,49.0,,,NetBanking
100189,,  Rahul  ,Bottle,Home,0.0,1500.0,Delhi,Delhi,UPI
100190,,Sara,Desk,Furniture,,1500.0,Delhi,Delhi,Cash
100191,,Amit,Laptop,Electronics,4.0,1500.0,Delhi,Delhi,NetBanking
100192,21/10/2024,,Headphones,Electronics,-1.0,-25.0,Mumbai,Maharashtra,UPI
100193,2024-04-05,John,Headphones,Electronics,,,Delhi,Delhi,
100194,,,HEADPHONES,Electronics,,199.99,,,NetBanking
100195,2025-02-07,John,Desk,Furniture,1.0,49.0,,,UPI
100196,2024-13-40,,Headphones,Electronics,2.0,199.99,Guwahati,Assam,NetBanking
100197,,Priya,BOTTLE,Home,2.0,999.5,,,Card
100198,2024-13-40,  Rahul  ,Laptop,Electronics,1.0,49.0,Delhi,Delhi,
100199,2024-13-40,John,Chair,Furniture,0.0,1500.0,Mumbai,Maharashtra,Cash
100200,,Amit,Desk,Furniture,4.0,,Guwahati,Assam,Card
100201,2024-05-16,,Chair,Furniture,3.0,-25.0,Bengaluru,Karnataka,
100202,2024-13-40,,iPhone,Electronics,3.0,199.99,Guwahati,Assam,
100203,,Priya,BOTTLE,Home,-1.0,,Delhi,Delhi,Cash
100204,,Priya,Headphones,Electronics,-1.0,199.99,Guwahati,Assam,Card
100205,18/01/2024,Sara,Laptop,Electronics,-1.0,,,,Cash
100206,,Priya,Desk,Furniture,1.0,-25.0,,,UPI
100207,2024-13-40,Sara,Headphones,Electronics,3.0,,,,Card
100208,2024-13-40,,Chair,Furniture,,199.99,Bengaluru,Karnataka,
100209,2024-03-10,,Desk,Furniture,2.0,199.99,Bengaluru,Karnataka,NetBanking
100210,2024-13-40,  Rahul  ,Laptop,Electronics,0.0,49.0,,,Cash
100211,19/04/2025,  Rahul  ,Desk,Furniture,-1.0,1500.0,Delhi,Delhi,UPI
100212,2024-13-40,  Rahul  ,iPhone,Electronics,2.0,,Delhi,Delhi,
100213,,,iPhone,Electronics,1.0,49.0,Mumbai,Maharashtra,
100214,,Sara,Laptop,Electronics,-1.0,199.99,Guwahati,Assam,
100215,2024-08-09,,Bottle,Home,0.0,999.5,Delhi,Delhi,Cash
100216,2024-13-40,Sara,iPhone,Electronics,-1.0,999.5,Guwahati,Assam,
100217,2024-09-30,Sara,Desk,Furniture,3.0,-25.0,,,
100218,2024-13-40,Sara,iPhone,Electronics,,1500.0,,,UPI
100219,15/05/2024,Amit,Laptop,Electronics,0.0,-25.0,,,UPI
100220,2024-13-40,,Chair,Furniture,3.0,1500.0,,,NetBanking
100221,,Priya,Desk,Furniture,-1.0,199.99,Mumbai,Maharashtra,Cash
100222,2024-13-40,Sara,Headphones,Electronics,0.0,1500.0,Guwahati,Assam,Cash
100223,2024-08-26,,Headphones,Electronics,3.0,999.5,Mumbai,Maharashtra,UPI
100224,02/08/2024,John,Laptop,Electronics,0.0,-25.0,Bengaluru,Karnataka,Cash
100225,,,Headphones,Electronics,2.0,999.5,Guwahati,Assam,UPI
100226,2024-13-40,Priya,LAPTOP,Electronics,4.0,999.5,,,Cash
100227,2024-05-26,,Chair,Furniture,-1.0,,,,Cash
100228,2024-07-24,John,Bottle,Home,3.0,199.99,Bengaluru,Karnataka,
100229,2024-13-40,Amit,Desk,Furniture,,,Bengaluru,Karnataka,
100230,2024-13-40,Sara,Laptop,Electronics,4.0,49.0,Mumbai,Maharashtra,Card
100231,2024-01-21,,IPHONE,Electronics,4.0,-25.0,,,Cash
100232,02/04/2025,,Chair,Furniture,2.0,-25.0,Bengaluru,Karnataka,Card
100233,2024-13-40,,Chair,Furniture,0.0,49.0,,,NetBanking
100234,2024-13-40,,Bottle,Home,4.0,199.99,Guwahati,Assam,
100235,2024-11-18,  Rahul  ,Desk,Furniture,0.0,1500.0,,,
100236,02/09/2024,Sara,Headphones,Electronics,1.0,-25.0,,,NetBanking
100237,2024-10-20,  Rahul  ,iPhone,Electronics,2.0,199.99,,,NetBanking
100238,,Priya,iPhone,Electronics,2.0,,,,UPI
100239,,Sara,Bottle,Home,2.0,-25.0,,,Card
100240,2024-13-40,,Chair,Furniture,,49.0,Guwahati,Assam,Card
100241,2024-13-40,,Desk,Furniture,2.0,49.0,Guwahati,Assam,NetBanking
100242,2024-13-40,Priya,Desk,Furniture,,1500.0,Guwahati,Assam,NetBanking
100243,2024-05-28,  Rahul  ,Chair,Furniture,0.0,999.5,Guwahati,Assam,Cash
100244,19/04/2024,,Chair,Furniture,-1.0,,Guwahati,Assam,
100245,14/01/2025,John,Bottle,Home,1.0,-25.0,Delhi,Delhi,
100246,2024-13-40,,iPhone,Electronics,1.0,199.99,Delhi,Delhi,Card
100247,,,Laptop,Electronics,4.0,1500.0,Delhi,Delhi,Cash
100248,29/11/2024,John,Desk,Furniture,1.0,199.99,,,UPI
100249,,Priya,iPhone,Electronics,1.0,,Delhi,Delhi,Cash
100250,2024-13-40,Amit,Laptop,Electronics,,-25.0,Guwahati,Assam,
100251,2024-13-40,Priya,Headphones,Electronics,0.0,-25.0,Delhi,Delhi,Card
100252,2024-04-05,Priya,Bottle,Home,3.0,1500.0,,,
100253,,  Rahul  ,Bottle,Home,2.0,-25.0,Delhi,Delhi,UPI
100254,2024-13-40,,chair,Furniture,2.0,999.5,Mumbai,Maharashtra,NetBanking
100255,2024-10-25,Priya,iPhone,Electronics,3.0,49.0,Guwahati,Assam,Card
100256,,,Laptop,Electronics,4.0,49.0,Mumbai,Maharashtra,Cash
100257,10/11/2024,Amit,Bottle,Home,3.0,49.0,,,Card
100258,,,Chair,Furniture,3.0,,,,Card
100259,,,iPhone,Electronics,0.0,199.99,,,
100260,20/10/2024,Amit,Laptop,Electronics,,999.5,,,NetBanking
100261,2024-09-07,,Laptop,Electronics,-1.0,-25.0,Delhi,Delhi,UPI
100262,2024-10-15,Sara,Chair,Furniture,4.0,,,,Cash
100263,16/01/2025,Amit,bottle,Home,3.0,199.99,Bengaluru,Karnataka,Cash
100264,,Amit,BOTTLE,Home,1.0,199.99,,,NetBanking
100265,,  Rahul  ,iPhone,Electronics,0.0,1500.0,Delhi,Delhi,NetBanking
100266,23/03/2025,Priya,Chair,Furniture,-1.0,1500.0,Mumbai,Maharashtra,Card
100267,2024-04-24,Priya,Headphones,Electronics,2.0,1500.0,,,NetBanking
100268,13/07/2024,,Bottle,Home,4.0,-25.0,,,Cash
100269,2024-08-02,,iPhone,Electronics,1.0,1500.0,Mumbai,Maharashtra,
100270,2025-03-22,Priya,laptop,Electronics,-1.0,1500.0,,,NetBanking
100271,2024-13-40,,iPhone,Electronics,0.0,199.99,Delhi,Delhi,
100272,2024-13-40,,Desk,Furniture,0.0,1500.0,,,
100273,12/10/2024,Priya,iPhone,Electronics,3.0,199.99,Guwahati,Assam,NetBanking
100274,2024-13-40,John,Laptop,Electronics,-1.0,,,,Cash
100275,10/03/2025,Sara,Chair,Furniture,4.0,999.5,,,NetBanking
100276,28/09/2024,,Laptop,Electronics,4.0,-25.0,Bengaluru,Karnataka,Cash
100277,17/02/2024,Amit,Bottle,Home,0.0,49.0,Bengaluru,Karnataka,
100278,05/01/2025,Amit,Headphones,Electronics,2.0,-25.0,Mumbai,Maharashtra,Cash
100279,,Amit,Desk,Furniture,2.0,1500.0,Delhi,Delhi,Card
100280,,Sara,Chair,Furniture,3.0,49.0,,,Cash
100281,,,Desk,Furniture,4.0,199.99,Bengaluru,Karnataka,Card
100282,18/03/2025,John,desk,Furniture,1.0,-25.0,Bengaluru,Karnataka,
100283,19/03/2024,,Headphones,Electronics,4.0,49.0,,,Card
100284,,,Chair,Furniture,-1.0,49.0,,,NetBanking
100285,27/03/2024,Sara,Chair,Furniture,0.0,49.0,,,
100286,2025-04-28,Amit,Bottle,Home,1.0,199.99,,,Card
100287,,,Laptop,Electronics,1.0,999.5,Delhi,Delhi,
100288,,,CHAIR,Furniture,1.0,199.99,Bengaluru,Karnataka,
100289,,John,Bottle,Home,3.0,199.99,,,UPI
100290,2024-13-40,,Laptop,Electronics,2.0,999.5,Delhi,Delhi,NetBanking
100291,04/05/2024,John,Laptop,Electronics,4.0,-25.0,Bengaluru,Karnataka,UPI
100292,,  Rahul  ,Bottle,Home,0.0,199.99,,,UPI
100293,,Amit,Bottle,Home,2.0,199.99,,,UPI
100294,,Amit,Headphones,Electronics,2.0,1500.0,Delhi,Delhi,Cash
100295,2024-13-40,,HEADPHONES,Electronics,1.0,999.5,,,Card
100296,2025-04-20,Sara,Headphones,Electronics,0.0,,,,
100297,21/01/2025,,Chair,Furniture,3.0,,,,UPI
100298,11/08/2024,,Headphones,Electronics,1.0,199.99,Guwahati,Assam,
100299,,Priya,Headphones,Electronics,1.0,1500.0,Guwahati,Assam,NetBanking
100300,2024-07-13,Sara,Chair,Furniture,,1500.0,,,Card
100301,13/07/2024,Amit,Bottle,Home,3.0,999.5,Mumbai,Maharashtra,UPI
100302,2024-13-40,Amit,Laptop,Electronics,4.0,49.0,Guwahati,Assam,NetBanking
100303,2024-02-22,,Chair,Furniture,,,,,
100304,2024-13-40,  Rahul  ,Headphones,Electronics,0.0,,Guwahati,Assam,
100305,13/07/2024,,iPhone,Electronics,2.0,1500.0,,,NetBanking
100306,2024-13-40,Amit,iPhone,Electronics,4.0,49.0,Delhi,Delhi,Cash
100307,11/11/2024,,iPhone,Electronics,4.0,-25.0,,,UPI
100308,2024-13-40,John,Chair,Furniture,4.0,49.0,,,
100309,,John,iPhone,Electronics,,1500.0,Guwahati,Assam,Cash
100310,10/05/2025,,Desk,Furniture,-1.0,,,,NetBanking
100311,06/10/2024,Amit,Desk,Furniture,2.0,-25.0,,,NetBanking
100312,2025-03-01,Sara,Bottle,Home,0.0,49.0,Bengaluru,Karnataka,NetBanking
100313,2024-13-40,Priya,Bottle,Home,-1.0,49.0,Delhi,Delhi,NetBanking
100314,,Priya,Laptop,Electronics,4.0,-25.0,,,Cash
100315,2025-04-13,  Rahul  ,Bottle,Home,,1500.0,,,Cash
100316,,,iPhone,Electronics,1.0,-25.0,,,NetBanking
100317,18/09/2024,Amit,Laptop,Electronics,3.0,999.5,Mumbai,Maharashtra,
100318,2024-09-04,,Bottle,Home,3.0,199.99,Delhi,Delhi,UPI
100319,2024-13-40,  Rahul  ,Laptop,Electronics,2.0,49.0,,,NetBanking
100320,,Priya,Desk,Furniture,4.0,1500.0,Mumbai,Maharashtra,UPI
100321,12/12/2024,  Rahul  ,Laptop,Electronics,-1.0,199.99,Guwahati,Assam,
100322,,,iPhone,Electronics,3.0,-25.0,Delhi,Delhi,Card
100323,15/01/2024,,iPhone,Electronics,4.0,,,,UPI
100324,2025-02-18,Sara,Bottle,Home,3.0,1500.0,Delhi,Delhi,
100325,2024-13-40,John,iPhone,Electronics,2.0,,Guwahati,Assam,Cash
100326,2024-13-40,Priya,Headphones,Electronics,4.0,-25.0,,,Card
100327,13/02/2024,,Bottle,Home,,-25.0,Guwahati,Assam,UPI
100328,,John,iPhone,Electronics,2.0,-25.0,,,NetBanking
100329,15/04/2025,Priya,iPhone,Electronics,,1500.0,,,Card
100330,2024-13-40,John,iPhone,Electronics,,199.99,Bengaluru,Karnataka,Card
100331,,,Chair,Furniture,-1.0,,,,NetBanking
100332,2024-05-29,Amit,iPhone,Electronics,1.0,999.5,,,Card
100333,2024-10-08,,Chair,Furniture,0.0,,,,
100334,13/08/2024,,Desk,Furniture,0.0,1500.0,Mumbai,Maharashtra,Card
100335,2024-06-27,  Rahul  ,Desk,Furniture,4.0,49.0,Mumbai,Maharashtra,Card
100336,,  Rahul  ,iPhone,Electronics,,1500.0,,,Card
100337,2024-13-40,  Rahul  ,iPhone,Electronics,,49.0,Mumbai,Maharashtra,Cash
100338,2025-04-05,,Desk,Furniture,0.0,-25.0,Guwahati,Assam,NetBanking
100339,19/03/2025,John,Laptop,Electronics,2.0,1500.0,,,Card
100340,2024-13-40,Priya,Bottle,Home,2.0,-25.0,Bengaluru,Karnataka,UPI
100341,2024-13-40,  Rahul  ,Bottle,Home,4.0,-25.0,Mumbai,Maharashtra,NetBanking
100342,,John,Chair,Furniture,1.0,1500.0,,,UPI
100343,2024-13-40,Priya,Headphones,Electronics,4.0,999.5,Delhi,Delhi,
100344,2024-13-40,Sara,Headphones,Electronics,0.0,,,,UPI
